title,recipe_link,img_link,ingredients,yield,nutrients,meal_type,subregion,region,total_calories,total_protein,total_fat,total_carb
Minnesota Wild Rice Dressing,https://www.allrecipes.com/recipe/26492/minnesota-wild-rice-dressing/,https://www.allrecipes.com/thmb/8avtNBSYaHy1FzoXLTAykqbhXfA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3056339-faf3ef4df3954775b4fd1d263dae61db.jpg,"['2 (4.5 ounce) packages instant long grain and wild rice', '1 (16 ounce) package ground pork sausage', '1 (16 ounce) package ground sage pork sausage', '0.5 cup chopped celery', '1 medium onion, chopped', '0.5 pound fresh mushrooms, sliced', '1 (5 ounce) can water chestnuts, drained and sliced', '0.25 teaspoon garlic powder', '2 eggs, beaten']",12 servings,"{'calories': '418 kcal', 'carbohydrateContent': '20 g', 'cholesterolContent': '83 mg', 'fiberContent': '1 g', 'proteinContent': '13 g', 'saturatedFatContent': '11 g', 'sodiumContent': '835 mg', 'sugarContent': '2 g', 'fatContent': '32 g', 'unsaturatedFatContent': '0 g'}",,state_mn,usa,3482.65,163.41,205.10999999999996,348.38000000000005
Minnesota Wild Rice Soup,https://www.allrecipes.com/recipe/104814/minnesota-wild-rice-soup/,https://www.allrecipes.com/thmb/yroMmd9y2CRwpfVatjG56KylBuQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2101505-55a74296713840cfa6add1bc4ba50000.jpg,"['0.33333334326744 cup olive oil', '0.25 cup minced onion', '0.5 cup diced celery', '2 tablespoons minced garlic', '1 cup all-purpose flour', '6 cups vegetable broth', '4 cups cooked wild rice', '1 cup grated carrot', '0.25 cup sliced almonds', '1 pinch red pepper flakes', '2 cups half-and-half', 'salt and pepper to taste']",10 servings,"{'calories': '281 kcal', 'carbohydrateContent': '31 g', 'cholesterolContent': '18 mg', 'fiberContent': '3 g', 'proteinContent': '7 g', 'saturatedFatContent': '5 g', 'sodiumContent': '311 mg', 'sugarContent': '3 g', 'fatContent': '15 g', 'unsaturatedFatContent': '0 g'}",,state_mn,usa,2684.88,66.31,140.19,301.21
Mint Chutney,https://www.allrecipes.com/recipe/83221/mint-chutney/,https://www.allrecipes.com/thmb/aBABRC1y9Z3KmVXwW-ockIs3mAA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/422185-cda1913082f3447fabad4824638076fc.jpg,"['1 medium onion, cut into chunks', '1 bunch fresh cilantro', '1.5 cups fresh mint leaves', '1 green chile pepper', '1 tablespoon tamarind juice or lemon juice', '0.5 teaspoon salt', '0.25 cup water, or as needed']",8 servings,"{'calories': '13 kcal', 'carbohydrateContent': '3 g', 'fiberContent': '1 g', 'proteinContent': '1 g', 'sodiumContent': '150 mg', 'sugarContent': '1 g', 'fatContent': '0 g', 'unsaturatedFatContent': '0 g'}",appetizer,indian,asian,92.35,4.07,0.72,20.59
Mint Citrus Water,https://www.allrecipes.com/recipe/242135/mint-citrus-water/,https://www.allrecipes.com/thmb/jxw7eIo2HvyM9N291tNlUWXWZIw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2318370-98873a0ebe9046bf9c84cdbcb8799c8d.jpg,"['2 quarts water', '1 lemon sliced, or as desired', '2 limes, sliced, or as desired', '0.5 cup mint leaves', '0.5 cup sliced cucumber, or as desired']",8 servings,"{'calories': '10 kcal', 'carbohydrateContent': '4 g', 'fiberContent': '1 g', 'proteinContent': '0 g', 'sodiumContent': '8 mg', 'sugarContent': '0 g', 'fatContent': '0 g', 'unsaturatedFatContent': '0 g'}",,state_ca,usa,77.64,2.59,0.6699999999999999,24.85
Mint Juleps,https://www.allrecipes.com/recipe/49444/mint-juleps/,https://www.allrecipes.com/thmb/Tz8wULMIlUuuJq0sKNIaH18KO2A=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1123132-mint-juleps-The-Gruntled-Gourmand-1x1-1-ca2e14f22b074318a50d37550dbe5211.jpg,"['2 cups water', '2 cups white sugar', '0.5 cup roughly chopped fresh mint leaves', '32 fluid ounces Kentucky bourbon', '8 sprigs fresh mint leaves for garnish']",8 servings,{},,state_ky,usa,3653.67,3.79,0.8500000000000001,409.61
Mint-Tomato Sauce for Lamb,https://www.allrecipes.com/recipe/214027/mint-tomato-sauce-for-lamb/,https://www.allrecipes.com/thmb/lcaHoY4y-uDttB_bIJ9GruXAHx4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1016130-ded422f48c654491bfbfaec039666cd9.jpg,"['0.66666668653488 cup extra-virgin olive oil', '0.25 cup white wine vinegar', '1 teaspoon salt', 'freshly ground black pepper to taste', '2 teaspoons Dijon mustard', '0.5 teaspoon white sugar, or to taste', '0.33333334326744 cup chopped fresh mint', '2 plum tomatoes, chopped']",6 servings,"{'calories': '237 kcal', 'carbohydrateContent': '3 g', 'fiberContent': '1 g', 'proteinContent': '1 g', 'saturatedFatContent': '4 g', 'sodiumContent': '433 mg', 'sugarContent': '2 g', 'fatContent': '25 g', 'unsaturatedFatContent': '0 g'}",side,jewish,usa,1335.93,1.9800000000000002,145.45,9.68
Minty Orzo Lentil and Feta Salad,https://www.allrecipes.com/recipe/88500/minty-orzo-lentil-and-feta-salad/,https://www.allrecipes.com/thmb/y8ExL1EuIT15FZJ8XxkVD83T_Zk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8023674-6c5088d086824db083adf61159715ff6.jpg,"['1.25 cups orzo pasta', '6 tablespoons olive oil, divided', '0.75 cup dried brown lentils, rinsed and drained', '0.33333334326744 cup red wine vinegar', '3 cloves garlic, minced', '0.5 cup kalamata olives, pitted and chopped', '1.5 cups crumbled feta cheese', '1 small red onion, diced', '0.5 cup finely chopped fresh mint leaves', '0.5 cup chopped fresh dill', 'salt and pepper to taste']",8 servings,"{'calories': '374 kcal', 'carbohydrateContent': '38 g', 'cholesterolContent': '25 mg', 'fiberContent': '7 g', 'proteinContent': '13 g', 'saturatedFatContent': '6 g', 'sodiumContent': '456 mg', 'sugarContent': '3 g', 'fatContent': '19 g', 'unsaturatedFatContent': '0 g'}",salad,"greek,jewish","european,usa",2084.41,62.08,145.94,133.79
Mirliton,https://www.allrecipes.com/recipe/56398/mirliton/,https://www.allrecipes.com/thmb/U83aSdssXXlV6IXmDHbDj-D_84I=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1743852-c6600d0275144acd849a6674eda1ea8a.jpg,"['6 (8-ounce) mirlitons (chayotes)', '2 teaspoons olive oil', '1 clove garlic, minced', '1 medium onion, chopped', '1 pound fresh shrimp, peeled and deveined', '1 pound cooked, cubed ham', '1 egg', '1 cup dry bread crumbs', '2 tablespoons chopped fresh parsley', '1 teaspoon dried thyme', 'salt and pepper to taste', '0.5 cup dry bread crumbs for topping']",8 servings,"{'calories': '319 kcal', 'carbohydrateContent': '23 g', 'cholesterolContent': '141 mg', 'fiberContent': '4 g', 'proteinContent': '25 g', 'saturatedFatContent': '5 g', 'sodiumContent': '1062 mg', 'sugarContent': '4 g', 'fatContent': '14 g', 'unsaturatedFatContent': '0 g'}",side,state_la,usa,1923.05,239.12,47.1,134.64000000000001
Miso Braised Pork,https://www.allrecipes.com/recipe/116066/miso-braised-pork/,https://www.allrecipes.com/thmb/DlD_BHDEkIbJIVyGFxQrJdZ_-H8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1475118-fa9372d806c9459193309abca0b36dec.jpg,"['1 tablespoon canola oil', '5 pounds pork butt (shoulder roast) cut into 2-inch slices', '2 tablespoons minced garlic', '1 teaspoon minced ginger', '2 cups water, more if needed', '0.33333334326744 cup soy sauce', '0.33333334326744 cup brown sugar', '0.75 cup white (shiro) miso']",12 servings,"{'calories': '520 kcal', 'carbohydrateContent': '12 g', 'cholesterolContent': '134 mg', 'fiberContent': '1 g', 'proteinContent': '35 g', 'saturatedFatContent': '12 g', 'sodiumContent': '1166 mg', 'sugarContent': '7 g', 'fatContent': '36 g', 'unsaturatedFatContent': '0 g'}",main,japanese,asian,6768.8,536.48,463.42999999999995,80.37
Miso Salmon,https://www.allrecipes.com/recipe/106227/miso-salmon/,https://www.allrecipes.com/thmb/G9L4RtYBHPMfokXclsnS7XScNXE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4530087-c3414a480a534cb1a2f333ab7a9b688b.jpg,"['2 (1 1/2-pound) salmon fillets, skin removed', '1 cup miso paste', '0.5 cup brown sugar', '0.5 cup prepared soy-ginger salad dressing', '0.25 cup sake', '0.25 cup water', '3 tablespoons seasoned rice vinegar', '2 tablespoons sesame seeds', '1 teaspoon sesame oil']",6 servings,"{'calories': '719 kcal', 'carbohydrateContent': '35 g', 'cholesterolContent': '132 mg', 'fiberContent': '3 g', 'proteinContent': '51 g', 'saturatedFatContent': '8 g', 'sodiumContent': '2247 mg', 'sugarContent': '24 g', 'fatContent': '41 g', 'unsaturatedFatContent': '0 g'}",main,japanese,asian,2904.58,192.40000000000003,149.0,182.12
Miso Soup,https://www.allrecipes.com/recipe/13107/miso-soup/,https://www.allrecipes.com/thmb/T7eho8sl1fY9jPYYxarvQ4DG1Ew=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/13107-miso-soup-Melissa-Goff-1x1-1-2962011c74e340fd8afbfaf43ac4b6f2.jpg,"['4 cups water', '2 teaspoons dashi granules', '3 tablespoons miso paste', '1 (8 ounce) package silken tofu, diced', '2 green onions, sliced diagonally into 1/2 inch pieces']",4 servings,"{'calories': '63 kcal', 'carbohydrateContent': '5 g', 'fiberContent': '1 g', 'proteinContent': '6 g', 'saturatedFatContent': '0 g', 'sodiumContent': '513 mg', 'sugarContent': '2 g', 'fatContent': '2 g', 'unsaturatedFatContent': '0 g'}",soups_and_stews,japanese,asian,260.17,24.040000000000003,12.07,18.61
Miso Soup with Shiitake Mushrooms,https://www.allrecipes.com/recipe/208297/miso-soup-with-shiitake-mushrooms/,https://www.allrecipes.com/thmb/kZdutDcYuhstAlLISwcYco0X-nk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4518137-23767a14922f4211bd802147bf301ec3.jpg,"['4 cups vegetable broth', '4 shiitake mushrooms, thinly sliced', '0.25 cup miso paste', '4 teaspoons soy sauce', '0.33333334326744 cup diced firm tofu', '2 green onions, trimmed and thinly sliced']",4 servings,"{'calories': '92 kcal', 'carbohydrateContent': '12 g', 'fiberContent': '2 g', 'proteinContent': '6 g', 'saturatedFatContent': '0 g', 'sodiumContent': '1406 mg', 'sugarContent': '5 g', 'fatContent': '3 g', 'unsaturatedFatContent': '0 g'}",soups_and_stews,japanese,asian,303.57000000000005,22.959999999999997,9.6,35.800000000000004
Miso and Soy Chilean Sea Bass,https://www.allrecipes.com/recipe/190094/miso-and-soy-chilean-sea-bass/,https://www.allrecipes.com/thmb/PxlXzXS15KhpsHoCGb0hKTW_TZ0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9120299-3c772609cada488481a8daaa94678bde.jpg,"['0.33333334326744 cup sake', '0.33333334326744 cup mirin (Japanese sweet rice wine)', '0.33333334326744 cup miso paste', '0.25 cup packed brown sugar', '3 tablespoons soy sauce', '4 (4 ounce) fillets fresh sea bass, about 1 inch thick', '2 tablespoons chopped green onion']",4 servings,"{'calories': '287 kcal', 'carbohydrateContent': '28 g', 'cholesterolContent': '47 mg', 'fiberContent': '1 g', 'proteinContent': '25 g', 'saturatedFatContent': '1 g', 'sodiumContent': '1613 mg', 'sugarContent': '22 g', 'fatContent': '4 g', 'unsaturatedFatContent': '0 g'}",main,japanese,asian,1527.97,127.09,17.679999999999996,151.83
Mississippi Hot Caviar,https://www.allrecipes.com/recipe/20661/mississippi-hot-caviar/,https://www.allrecipes.com/thmb/X_9uuSiFHw52NBfh9JwVtVtCiD0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/57432-9e17981c07924278951d927b709ffd54.jpg,"['3 (15 ounce) cans black-eyed peas', '1 cup diced green chili peppers', '0.75 cup diced onion', '0.75 cup diced jalapeno chile pepper', '0.25 cup diced pimento peppers, drained', '1.5 teaspoons minced garlic', '1 (16 ounce) bottle Italian-style salad dressing']",15 servings,"{'calories': '158 kcal', 'carbohydrateContent': '16 g', 'fiberContent': '3 g', 'proteinContent': '4 g', 'saturatedFatContent': '2 g', 'sodiumContent': '868 mg', 'sugarContent': '3 g', 'fatContent': '9 g', 'unsaturatedFatContent': '0 g'}",appetizer,state_ms,usa,3625.29,112.39999999999999,210.09,336.59999999999997
Mississippi Mud Cake I,https://www.allrecipes.com/recipe/7530/mississippi-mud-cake-i/,https://www.allrecipes.com/thmb/k6R4alyJV_uBNg4Hgvwubp2N9B8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/509798-469786e4099c474e9b1eaeb427198cd1.jpg,"['2 cups white sugar', '1.5 cups butter, softened', '1.3333333730698 cups flaked coconut', '4 eggs', '0.66666668653488 cup unsweetened cocoa powder', '1.5 cups chopped pecans', '1.5 cups all-purpose flour', '1 teaspoon baking powder', '2 teaspoons vanilla extract', '12 ounces marshmallow creme', ""3.75 cups confectioners' sugar"", '2 tablespoons evaporated milk']",24 servings,"{'calories': '400 kcal', 'carbohydrateContent': '57 g', 'cholesterolContent': '62 mg', 'fiberContent': '2 g', 'proteinContent': '3 g', 'saturatedFatContent': '9 g', 'sodiumContent': '139 mg', 'sugarContent': '44 g', 'fatContent': '19 g', 'unsaturatedFatContent': '0 g'}",,state_ms,usa,9578.769999999999,84.91000000000001,454.78000000000003,1351.73
Mississippi Mud Cake II,https://www.allrecipes.com/recipe/7531/mississippi-mud-cake-ii/,https://www.allrecipes.com/thmb/swsbHMXmwPs0vUmYRiw4xgFdhtI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/961975-a74e1b6e7fce4ae2a97124807f67247c.jpg,"['1.25 cups butter, softened', '0.5 cup unsweetened cocoa powder', '2 cups white sugar', '4 eggs', '1.5 cups all-purpose flour', '1 teaspoon baking powder', '0.5 teaspoon salt', '1.5 cups chopped walnuts', '2 teaspoons vanilla extract', '1 (7 ounce) jar marshmallow creme', '0.5 cup milk', ""3 cups confectioners' sugar"", '0.33333334326744 cup unsweetened cocoa powder']",24 servings,"{'calories': '333 kcal', 'carbohydrateContent': '47 g', 'cholesterolContent': '57 mg', 'fiberContent': '2 g', 'proteinContent': '4 g', 'saturatedFatContent': '7 g', 'sodiumContent': '158 mg', 'sugarContent': '36 g', 'fatContent': '16 g', 'unsaturatedFatContent': '0 g'}",,state_ms,usa,8003.339999999999,95.2,377.85999999999996,1107.93
Mississippi Mud Cake III,https://www.allrecipes.com/recipe/7959/mississippi-mud-cake-iii/,https://www.allrecipes.com/thmb/H5l01uFng2wy-EjiAQvpBS9oXls=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7837863-2587a5bc6e6246bcba6d076b7f52adfd.jpg,"['1.75 cups strong brewed coffee', '0.25 cup dark rum', '5 (1 ounce) squares unsweetened chocolate', '1 cup butter', '2 eggs', '2 cups white sugar', '1 teaspoon vanilla extract', '2 cups all-purpose flour', '1 teaspoon baking soda', '0.125 teaspoon salt']",14 servings,"{'calories': '363 kcal', 'carbohydrateContent': '45 g', 'cholesterolContent': '61 mg', 'fiberContent': '2 g', 'proteinContent': '4 g', 'saturatedFatContent': '12 g', 'sodiumContent': '218 mg', 'sugarContent': '29 g', 'fatContent': '19 g', 'servingSize': '1 - 9 or 10 inch tube cake', 'unsaturatedFatContent': '0 g'}",,state_ms,usa,5255.69,61.120000000000005,270.30999999999995,632.39
Mississippi Mud Cheesecake,https://www.allrecipes.com/recipe/170941/mississippi-mud-cheesecake/,https://www.allrecipes.com/thmb/EoSN-8GCgmhEAPNUIOJB4peTdxA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2333905-71df6d9e551947078f33b8861d7b18e4.jpg,"['1.5 cups finely crushed animal cracker cookies', '0.75 cup white sugar', '1 tablespoon instant coffee granules', '0.25 cup melted butter', '1.5 cups white sugar', '0.33333334326744 cup unsweetened cocoa powder', '2 teaspoons instant coffee granules', '3 tablespoons cornstarch', '3 (8 ounce) packages cream cheese, softened', '4 eggs', '1 teaspoon vanilla extract', '0.5 cup chopped pecans', '0.5 cup semisweet chocolate chips', '2 tablespoons milk', '0.5 cup marshmallow creme', '0.25 cup chopped pecans']",12 servings,"{'calories': '577 kcal', 'carbohydrateContent': '63 g', 'cholesterolContent': '134 mg', 'fiberContent': '2 g', 'proteinContent': '9 g', 'saturatedFatContent': '18 g', 'sodiumContent': '295 mg', 'sugarContent': '48 g', 'fatContent': '35 g', 'unsaturatedFatContent': '0 g'}",,state_ms,usa,7875.170000000001,107.0,443.47,914.28
Mississippi Mud Cookies,https://www.allrecipes.com/recipe/10128/mississippi-mud-cookies/,https://www.allrecipes.com/thmb/c2B1M45tQfYb0hY1wRTPRvu6lio=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/452703-4a716ae363b045f09c841ff9874b5288.jpg,"['2 cups white sugar', '0.5 cup butter', '0.5 cup milk', '3 cups rolled oats', '6 tablespoons unsweetened cocoa powder', '0.5 cup chopped walnuts', '0.5 cup flaked coconut', '1 teaspoon vanilla extract']",18 servings,"{'calories': '221 kcal', 'carbohydrateContent': '34 g', 'cholesterolContent': '14 mg', 'fiberContent': '2 g', 'proteinContent': '3 g', 'saturatedFatContent': '4 g', 'sodiumContent': '46 mg', 'sugarContent': '24 g', 'fatContent': '9 g', 'unsaturatedFatContent': '0 g'}",dessert,state_ms,usa,4067.6500000000005,53.5,164.39,619.5899999999999
Mississippi Mud Pie I,https://www.allrecipes.com/recipe/12546/mississippi-mud-pie-i/,https://www.allrecipes.com/thmb/bcSVmIp8w0cAginuOzknQ-9V0SY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8349919-491367c6ab1f4d108f2dc5f580d2f0d9.jpg,"['2 cups graham cracker crumbs', '0.25 cup white sugar', '0.5 cup butter, softened', '1 (12 ounce) container frozen whipped topping, thawed', '0.75 cup white sugar', '8 ounces cream cheese, softened', '1 (3.9 ounce) package instant chocolate pudding mix', '1 (3.4 ounce) package instant butterscotch pudding mix', '3 cups milk']",12 servings,"{'calories': '440 kcal', 'carbohydrateContent': '53 g', 'cholesterolContent': '46 mg', 'fiberContent': '1 g', 'proteinContent': '5 g', 'saturatedFatContent': '16 g', 'sodiumContent': '481 mg', 'sugarContent': '42 g', 'fatContent': '24 g', 'unsaturatedFatContent': '0 g'}",dessert,state_ms,usa,4860.48,63.709999999999994,294.07,512.55
Mississippi Mud Pie II,https://www.allrecipes.com/recipe/15879/mississippi-mud-pie-ii/,https://www.allrecipes.com/thmb/qjtF1U6gUjrk5AEAZFjPK4tYdGM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4622399-608c0481e83f48e597962f4be3c3de54.jpg,"['1 cup chopped walnuts', '0.5 cup all-purpose flour', '0.5 cup butter, softened', '2 (3.9 ounce) packages instant chocolate pudding mix', '2 cups cold milk', '1 (8 ounce) package cream cheese, softened', ""1 cup confectioners' sugar"", '0.5 cup heavy whipping cream']",12 servings,"{'calories': '378 kcal', 'carbohydrateContent': '34 g', 'cholesterolContent': '58 mg', 'fiberContent': '1 g', 'proteinContent': '6 g', 'saturatedFatContent': '13 g', 'sodiumContent': '391 mg', 'sugarContent': '24 g', 'fatContent': '25 g', 'unsaturatedFatContent': '0 g'}",,state_ms,usa,3877.2799999999997,66.08000000000001,300.72,253.66
Mississippi Pot Roast,https://www.allrecipes.com/recipe/260697/mississippi-pot-roast/,https://www.allrecipes.com/thmb/EhGZL8lavdU6sxBb3Yk0MMfu6fM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4564532-2a26a770a1d34f18adbf2353e9362fb2.jpg,"['1 (3 pound) chuck roast', '0.5 (12 ounce) jar pepperoncini', '0.5 (12 ounce) jar pepperoncini juice', '0.5 cup unsalted butter', '1 (1 ounce) packet au jus gravy mix', '1 (0.4 oz) package buttermilk ranch dressing mix', 'salt and ground black pepper to taste']",8 servings,"{'calories': '553 kcal', 'carbohydrateContent': '3 g', 'cholesterolContent': '153 mg', 'fiberContent': '0 g', 'proteinContent': '29 g', 'saturatedFatContent': '21 g', 'sodiumContent': '1053 mg', 'fatContent': '46 g', 'unsaturatedFatContent': '0 g'}",,state_ms,usa,4506.36,342.77,321.62999999999994,69.21000000000001
Mississippi Roast (Slow Cooker Pepperoncini Pot Roast),https://www.allrecipes.com/recipe/246721/mississippi-roast-slow-cooker-pepperoncini-pot-roast/,https://www.allrecipes.com/thmb/1wFLI9Lvw9y0lulHKrC-wcJO2LE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Mississippi-Roast-Slow-Cooker-Pepperoncini-Pot-Roast-by-Buckwheat-Queen-d76a74d9061040ada34f7188f1c1f782.jpg,"['1 (4 pound) beef chuck roast', '0.25 cup butter', '5 pepperoncini peppers', '1 (1 ounce) packet ranch dressing mix', '1 (1 ounce) packet dry au jus mix']",6 servings,"{'calories': '537 kcal', 'carbohydrateContent': '6 g', 'cholesterolContent': '151 mg', 'fiberContent': '0 g', 'proteinContent': '37 g', 'saturatedFatContent': '17 g', 'sodiumContent': '1479 mg', 'fatContent': '39 g', 'unsaturatedFatContent': '0 g'}",,state_ms,usa,4902.919999999999,457.48,326.9200000000001,41.51
