title,recipe_link,img_link,ingredients,yield,nutrients,region,subregion,meal_type,total_calories,total_protein,total_fat,total_carb
Easy Steak Sandwich,https://www.allrecipes.com/recipe/86219/easy-steak-sandwich/,https://www.allrecipes.com/thmb/81r3a55P7q8Pj_eNbx4HVKYYTsQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8431577-easy-steak-sandwich-Robin-1x1-1-229a054124794bfcbc77a43834791202.jpg,"['2 tablespoons butter, divided', '0.25 medium onion, sliced', '4 large fresh mushrooms, sliced', '0.25 green bell pepper, sliced into long strips', '1 (1/2 pound) well-marbled beef steak of any type, sliced as thinly as possible', '3 tablespoons chopped pickled hot peppers', '1 teaspoon hot pepper sauce', 'salt and pepper to taste', '2 slices sharp Cheddar cheese', '0.33333334326744 French baguette, cut in half lengthwise']",1 serving,"{'calories': '1196 kcal', 'carbohydrateContent': '96 g', 'cholesterolContent': '222 mg', 'fiberContent': '6 g', 'proteinContent': '74 g', 'saturatedFatContent': '32 g', 'sodiumContent': '1972 mg', 'sugarContent': '10 g', 'fatContent': '58 g', 'unsaturatedFatContent': '0 g'}",usa,new_england,na,1979.83,143.25,125.1,64.72
Easy Steak Sandwich,https://www.allrecipes.com/recipe/86219/easy-steak-sandwich/,https://www.allrecipes.com/thmb/81r3a55P7q8Pj_eNbx4HVKYYTsQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8431577-easy-steak-sandwich-Robin-1x1-1-229a054124794bfcbc77a43834791202.jpg,"['2 tablespoons butter, divided', '0.25 medium onion, sliced', '4 large fresh mushrooms, sliced', '0.25 green bell pepper, sliced into long strips', '1 (1/2 pound) well-marbled beef steak of any type, sliced as thinly as possible', '3 tablespoons chopped pickled hot peppers', '1 teaspoon hot pepper sauce', 'salt and pepper to taste', '2 slices sharp Cheddar cheese', '0.33333334326744 French baguette, cut in half lengthwise']",1 serving,"{'calories': '1196 kcal', 'carbohydrateContent': '96 g', 'cholesterolContent': '222 mg', 'fiberContent': '6 g', 'proteinContent': '74 g', 'saturatedFatContent': '32 g', 'sodiumContent': '1972 mg', 'sugarContent': '10 g', 'fatContent': '58 g', 'unsaturatedFatContent': '0 g'}",usa,state_ma,na,1979.83,143.25,125.1,64.72
Easy Stovetop Peach Cobbler,https://www.allrecipes.com/recipe/139349/easy-stovetop-peach-cobbler/,https://www.allrecipes.com/thmb/NNqNCNhFYU8b3vdkuUMAbMq8B8k=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2915591-f03596afab704ca7bc5c3d7fe7dc3a94.jpg,"['1 (29 ounce) can sliced peaches', '2 teaspoons ground cinnamon', '0.25 cup white sugar', '1 (9 ounce) package yellow cake mix', '4 teaspoons margarine']",6 servings,"{'calories': '298 kcal', 'carbohydrateContent': '57 g', 'cholesterolContent': '1 mg', 'fiberContent': '3 g', 'proteinContent': '3 g', 'saturatedFatContent': '1 g', 'sodiumContent': '311 mg', 'sugarContent': '41 g', 'fatContent': '7 g', 'unsaturatedFatContent': '0 g'}",usa,southern,"dessert,dessert,dessert,dessert",1658.04,14.86,24.51,358.45
Easy Stuffed Zucchini,https://www.allrecipes.com/recipe/215680/easy-stuffed-zucchini/,https://www.allrecipes.com/thmb/4F85IU5vQEqq9xSSHdS1OSmEya4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2429747-easy-stuffed-zucchini-Shawn-Uhlman-4x3-1-1c784d255479402e8034eda94655d1ba.jpg,"['0.5 pound ground beef', '1 large zucchini, ends trimmed', '1 (16 ounce) jar spaghetti sauce', '0.5 cup grated Parmesan cheese', '0.5 cup bread crumbs', '0.5 (6 ounce) can sliced black olives, drained', '2 cloves garlic, minced', '1 cup shredded mozzarella cheese']",4 servings,"{'calories': '405 kcal', 'carbohydrateContent': '31 g', 'cholesterolContent': '63 mg', 'fiberContent': '5 g', 'proteinContent': '25 g', 'saturatedFatContent': '9 g', 'sodiumContent': '1112 mg', 'sugarContent': '13 g', 'fatContent': '20 g', 'unsaturatedFatContent': '0 g'}",european,italian,main,1718.58,114.91,91.83,107.58
Easy Swedish Apple Pie,https://www.allrecipes.com/recipe/54628/easy-swedish-apple-pie/,https://www.allrecipes.com/thmb/VI07euxQ4Zhg_8e-7pthG6vgRVQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/23716-f209e27f38fe4dea9e6f724612637762.jpg,"['1.5 pounds Granny Smith apples - peeled, cored and sliced', '1 tablespoon sugar', '1 cup sugar', '1 cup flour', '1 teaspoon cinnamon', '0.75 cup melted butter', '1 egg']",8 servings,"{'calories': '359 kcal', 'carbohydrateContent': '49 g', 'cholesterolContent': '69 mg', 'fiberContent': '2 g', 'proteinContent': '3 g', 'saturatedFatContent': '11 g', 'sodiumContent': '133 mg', 'sugarContent': '35 g', 'fatContent': '18 g', 'unsaturatedFatContent': '0 g'}",european,scandinavian,na,2970.81,23.73,145.4,403.06
Easy Swedish Apple Pie,https://www.allrecipes.com/recipe/54628/easy-swedish-apple-pie/,https://www.allrecipes.com/thmb/VI07euxQ4Zhg_8e-7pthG6vgRVQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/23716-f209e27f38fe4dea9e6f724612637762.jpg,"['1.5 pounds Granny Smith apples - peeled, cored and sliced', '1 tablespoon sugar', '1 cup sugar', '1 cup flour', '1 teaspoon cinnamon', '0.75 cup melted butter', '1 egg']",8 servings,"{'calories': '359 kcal', 'carbohydrateContent': '49 g', 'cholesterolContent': '69 mg', 'fiberContent': '2 g', 'proteinContent': '3 g', 'saturatedFatContent': '11 g', 'sodiumContent': '133 mg', 'sugarContent': '35 g', 'fatContent': '18 g', 'unsaturatedFatContent': '0 g'}",usa,state_wa,na,2970.81,23.73,145.4,403.06
Easy Swedish Meatball Sauce,https://www.allrecipes.com/recipe/218894/easy-swedish-meatball-sauce/,https://www.allrecipes.com/thmb/Hmt0uxU74FwQve2HLa7roqOIoN4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/218894_EaSywedishMeatballSauce_mfs_0121-365525de867146e7a16d01a659060b86.jpg,"['1 cup beef stock', '1 cup heavy cream', '3 tablespoons all-purpose flour', '1 tablespoon soy sauce', '0.5 teaspoon ground black pepper, or more to taste', '0.5 teaspoon dried rosemary, crushed, or more to taste', '10 ounces frozen cooked meatballs, thawed']",4 servings,"{'calories': '393 kcal', 'carbohydrateContent': '12 g', 'cholesterolContent': '140 mg', 'fiberContent': '1 g', 'proteinContent': '15 g', 'saturatedFatContent': '17 g', 'sodiumContent': '358 mg', 'sugarContent': '1 g', 'fatContent': '32 g', 'unsaturatedFatContent': '0 g'}",european,scandinavian,"na,na",1748.99,56.15,149.46,51.95
Easy Swedish Pancakes,https://www.allrecipes.com/recipe/52581/easy-swedish-pancakes/,https://www.allrecipes.com/thmb/as6AuH_WGfr8Rj5ioocfFL0Iqz0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3500474-cd47ff69937c48538be1d75e9139bc9e.jpg,"['4 eggs', '2 cups milk', '0.5 cup all-purpose flour', '1 tablespoon sugar', '1 pinch salt', '2 tablespoons melted butter']",4 servings,"{'calories': '252 kcal', 'carbohydrateContent': '21 g', 'cholesterolContent': '211 mg', 'fiberContent': '0 g', 'proteinContent': '12 g', 'saturatedFatContent': '7 g', 'sodiumContent': '161 mg', 'sugarContent': '9 g', 'fatContent': '13 g', 'unsaturatedFatContent': '0 g'}",european,scandinavian,na,1009.61,47.92,52.32,85.12
Easy Swedish Pancakes,https://www.allrecipes.com/recipe/52581/easy-swedish-pancakes/,https://www.allrecipes.com/thmb/as6AuH_WGfr8Rj5ioocfFL0Iqz0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3500474-cd47ff69937c48538be1d75e9139bc9e.jpg,"['4 eggs', '2 cups milk', '0.5 cup all-purpose flour', '1 tablespoon sugar', '1 pinch salt', '2 tablespoons melted butter']",4 servings,"{'calories': '252 kcal', 'carbohydrateContent': '21 g', 'cholesterolContent': '211 mg', 'fiberContent': '0 g', 'proteinContent': '12 g', 'saturatedFatContent': '7 g', 'sodiumContent': '161 mg', 'sugarContent': '9 g', 'fatContent': '13 g', 'unsaturatedFatContent': '0 g'}",usa,state_il,na,1009.61,47.92,52.32,85.12
Easy Sweet Potato Pie,https://www.allrecipes.com/recipe/12190/easy-sweet-potato-pie/,https://www.allrecipes.com/thmb/X9Q7ocG3OKhfqE7iw7T4qqV_B1I=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/156751-737f2bc65fd14938a5bef95e2043e9d7.jpg,"['2 cups cooked and mashed sweet potatoes', '2 eggs', '1.25 cups evaporated milk', '0.375 cup white sugar', '0.5 teaspoon salt', '0.5 teaspoon ground cinnamon', '0.5 teaspoon ground nutmeg', '2 tablespoons rum', '4 tablespoons melted butter', '1 (9 inch) unbaked pie crust']",8 servings,"{'calories': '326 kcal', 'carbohydrateContent': '34 g', 'cholesterolContent': '73 mg', 'fiberContent': '3 g', 'proteinContent': '7 g', 'saturatedFatContent': '8 g', 'sodiumContent': '380 mg', 'sugarContent': '17 g', 'fatContent': '18 g', 'unsaturatedFatContent': '0 g'}",usa,southern,"dessert,dessert",3081.57,48.03,170.43,336.39
Easy Sweet and Sour Chicken,https://www.allrecipes.com/recipe/220314/easy-sweet-and-sour-chicken/,https://www.allrecipes.com/thmb/RSuM9sJmOTQxzXVGtGNEBphq3MU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1925552-easy-sweet-and-sour-chicken-Marissa-1x1-2-582dac36010f46e2bb58dd97bae9c6bb.jpg,"['3 tablespoons all-purpose flour', '0.5 teaspoon garlic powder', '0.5 teaspoon salt', '0.5 teaspoon ground black pepper', '1 pound skinless, boneless chicken breast halves, cut into 1-inch cubes', '3 tablespoons vegetable oil, divided', '3 celery ribs, sliced', '2 green bell peppers, diced', '1 onion, chopped', '0.5 cup ketchup', '0.5 cup lemon juice', '0.5 cup crushed pineapple with syrup', '0.33333334326744 cup packed brown sugar']",4 servings,"{'calories': '421 kcal', 'carbohydrateContent': '49 g', 'cholesterolContent': '65 mg', 'fiberContent': '5 g', 'proteinContent': '27 g', 'saturatedFatContent': '3 g', 'sodiumContent': '870 mg', 'sugarContent': '32 g', 'fatContent': '14 g', 'unsaturatedFatContent': '0 g'}",asian,chinese,main,1992.49,150.19,58.4,225.15
Easy Sweet and Sour Pork,https://www.allrecipes.com/recipe/86402/sweet-and-sour-pork/,https://www.allrecipes.com/thmb/vTuxvhGt2L-DeQZx2uyl2z2YNPg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/881314-sweet-and-sour-pork-lutzflcat-4x3-1-5ddebff86ac4414fbcb2a5f03d9c4ad9.jpg,"['1 tablespoon cornstarch', '1 tablespoon Kikkoman Soy Sauce', '1 pound boneless pork, cut into 1-inch cubes', '2 tablespoons vegetable oil', '2 carrots, thinly sliced', '1 onion, chunked', '1 green bell pepper, cut into 1-inch squares', '1 cup Kikkoman Sweet & Sour Sauce', '1 (8 ounce) can pineapple chunks, drained']",4 servings,"{'calories': '366 kcal', 'carbohydrateContent': '36 g', 'cholesterolContent': '54 mg', 'fiberContent': '3 g', 'proteinContent': '20 g', 'saturatedFatContent': '5 g', 'sodiumContent': '670 mg', 'sugarContent': '26 g', 'fatContent': '16 g', 'unsaturatedFatContent': '0 g'}",asian,chinese,main,2020.05,125.63,91.06,175.46
Easy Tater Tot Casserole,https://www.allrecipes.com/recipe/241939/easy-tater-tot-casserole/,https://www.allrecipes.com/thmb/_RO-lh8St4xA2wTm7BjIcLO4nec=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7646490-73577423ad9b4d54ad04a24c684028d5.jpg,"['1.5 pounds ground beef', '1 cup diced onion', '1 pinch garlic powder, or to taste', '1 pinch salt and ground black pepper to taste', '1 (26.5 ounce) can condensed cream of mushroom soup', '1 (16 ounce) package frozen bite-size potato nuggets (such as Tater Tots®)', '2 cups shredded Cheddar cheese', '1 pinch paprika, or to taste', '1 pinch dried parsley flakes, or to taste']",8 servings,"{'calories': '469 kcal', 'carbohydrateContent': '23 g', 'cholesterolContent': '82 mg', 'fiberContent': '2 g', 'proteinContent': '24 g', 'saturatedFatContent': '13 g', 'sodiumContent': '1077 mg', 'sugarContent': '3 g', 'fatContent': '32 g', 'unsaturatedFatContent': '0 g'}",usa,state_mn,main,3712.25,266.67,237.68,116.3
Easy Tex-Mex Chicken Tacos,https://www.allrecipes.com/recipe/242344/easy-tex-mex-chicken-tacos/,https://www.allrecipes.com/thmb/X_h_fQf3rfIWeqssgb2np50KnQs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2895992-3183cd64d01d4cb3bd26fd3be321f74b.jpg,"['4 cups water', '1 (16 ounce) package yellow rice', '5 tablespoons olive oil, divided', '1 pound boneless chicken, cut into 3/4-inch cubes', '1 (1 ounce) package chicken taco seasoning mix', '1 (16 ounce) can black beans, rinsed and drained', '1.5 cups shredded Mexican cheese blend', '1 (4 ounce) can sliced olives', '1 jalapeno pepper, seeded and minced', '12 corn tortillas', '1 tablespoon bacon grease']",12 servings,"{'calories': '393 kcal', 'carbohydrateContent': '49 g', 'cholesterolContent': '38 mg', 'fiberContent': '5 g', 'proteinContent': '19 g', 'saturatedFatContent': '5 g', 'sodiumContent': '1047 mg', 'sugarContent': '1 g', 'fatContent': '14 g', 'unsaturatedFatContent': '0 g'}",usa,tex_mex,na,4144.18,227.31,202.12,351.97
Easy Texas Chili,https://www.allrecipes.com/recipe/108455/easy-texas-chili/,https://www.allrecipes.com/thmb/vR1EqB2nHuNvULQhzHuLqbEZdAA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/511855-69e701259d7f431b89efd315a4683002.jpg,"['2 pounds lean ground beef', '1 large onion, diced', '1 large bell pepper, minced', '3 (15 ounce) cans pinto beans', '2 (28 ounce) cans diced tomatoes', '4 (8 ounce) cans tomato sauce', '3 jalapeno peppers, minced', '0.5 cup chili powder', '1 teaspoon crushed red pepper flakes', '1 teaspoon ground black pepper', '0.5 teaspoon salt', '0.25 teaspoon garlic powder']",20 servings,"{'calories': '171 kcal', 'carbohydrateContent': '15 g', 'cholesterolContent': '27 mg', 'fiberContent': '5 g', 'proteinContent': '12 g', 'saturatedFatContent': '3 g', 'sodiumContent': '605 mg', 'sugarContent': '5 g', 'fatContent': '7 g', 'unsaturatedFatContent': '0 g'}",usa,state_tx,na,4695.17,409.77,134.64,499.76
Easy Three-Ingredient Gluten-Free German Christmas Coconut Cookies,https://www.allrecipes.com/recipe/260303/easy-three-ingredient-gluten-free-german-christmas-coconut-cookies/,https://www.allrecipes.com/thmb/hUXH4PSdQk0-84ICl7JvTViud3Q=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4557482-c5d686a071124448959d1ba1254f021f.jpg,"['4 egg whites', '1 cup white sugar', '2 cups unsweetened coconut flakes']",45 servings,"{'calories': '46 kcal', 'carbohydrateContent': '5 g', 'fiberContent': '1 g', 'proteinContent': '1 g', 'saturatedFatContent': '2 g', 'sodiumContent': '7 mg', 'sugarContent': '5 g', 'fatContent': '3 g', 'unsaturatedFatContent': '0 g'}",european,german,"na,na",1964.64,26.09,109.92,241.13
Easy Tofu and Watercress Salad,https://www.allrecipes.com/recipe/284315/easy-tofu-and-watercress-salad/,https://www.allrecipes.com/thmb/NYmfdlvlZ0dlCwxhzaT7Bfl5TWI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6369023-80efa18934754b99a2da6fb01aa07ce4.jpg,"['1 bunch watercress', '1 (12 ounce) package extra-firm tofu, drained and cubed', '1 (8 ounce) package bean sprouts', '1 (8 ounce) container grape tomatoes, halved', '1 (5 ounce) can tuna, drained', '0.5 cup minced green onion', '0.33333334326744 cup shoyu (Japanese soy sauce)', '1 tablespoon olive oil', '1 tablespoon white sugar', '2 teaspoons sesame seeds', '0.5 teaspoon grated fresh ginger', '1 clove garlic, minced']",6 servings,"{'calories': '136 kcal', 'carbohydrateContent': '10 g', 'cholesterolContent': '6 mg', 'fiberContent': '2 g', 'proteinContent': '14 g', 'saturatedFatContent': '1 g', 'sodiumContent': '841 mg', 'sugarContent': '4 g', 'fatContent': '6 g', 'unsaturatedFatContent': '0 g'}",usa,state_hi,na,819.91,83.67,39.45,45.7
Easy Tortilla Pizza,https://www.allrecipes.com/recipe/258013/easy-tortilla-pizza/,https://www.allrecipes.com/thmb/8GDL13upROE8AL_mNwKzByISUD4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4563133-fd4771cb7a5e4dcb9ab3fdf772deeacf.jpg,"['1 (8 inch) soft flour tortilla', '1 teaspoon olive oil', '1 pinch garlic powder', 'salt and ground black pepper to taste', '3 tablespoons tomato sauce', '1 cooked chicken breast, sliced', '0.5 green bell pepper, chopped', '2 green onions, finely chopped', '0.33333334326744 cup shredded mozzarella cheese', '1 pinch dried oregano']",1 serving,"{'calories': '833 kcal', 'carbohydrateContent': '37 g', 'cholesterolContent': '201 mg', 'fiberContent': '5 g', 'proteinContent': '71 g', 'saturatedFatContent': '13 g', 'sodiumContent': '1024 mg', 'sugarContent': '5 g', 'fatContent': '43 g', 'unsaturatedFatContent': '0 g'}",european,italian,main,526.55,50.09,18.24,39.66
Easy Turkish Delight,https://www.allrecipes.com/recipe/242237/easy-turkish-delight/,https://www.allrecipes.com/thmb/hH348dhbTENg7U-5ZKORNLWmwfU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3777320-74a3f00ee0ad4492be6671bd690bc14b.jpg,"['3 cups water', '2 cups white sugar', '0.25 cup unflavored gelatin', ""1.5 cups confectioners' sugar, sifted"", '0.66666668653488 cup corn flour', '0.25 teaspoon cream of tartar', '0.5 teaspoon rose water', '3 drops pink food coloring, or as desired', ""0.75 cup confectioners' sugar, sifted""]",35 servings,"{'calories': '87 kcal', 'carbohydrateContent': '22 g', 'proteinContent': '1 g', 'sodiumContent': '2 mg', 'sugarContent': '19 g', 'unsaturatedFatContent': '0 g'}",middle_eastern,turkish,na,2891.34,29.41,3.06,707.63
Easy Two-Ingredient Naan,https://www.allrecipes.com/recipe/280310/two-ingredient-naan/,https://www.allrecipes.com/thmb/TZuAw1--UxVS6LX-ZxQBTUTHEGc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/280310-Two-Ingredient-Naan-by-Kim--2000-7e7f5e723d05483a83176cec0f929372.jpg,"['1.25 cups self-rising flour, or more as needed', '1 cup whole-milk Greek yogurt']",8 servings,"{'calories': '102 kcal', 'carbohydrateContent': '16 g', 'cholesterolContent': '6 mg', 'fiberContent': '1 g', 'proteinContent': '3 g', 'saturatedFatContent': '1 g', 'sodiumContent': '264 mg', 'sugarContent': '1 g', 'fatContent': '3 g', 'unsaturatedFatContent': '0 g'}",asian,indian,"na,bread",773.32,35.88,12.87,125
Easy Tzatziki Sauce,https://www.allrecipes.com/recipe/232393/easy-tzatziki-sauce/,https://www.allrecipes.com/thmb/B9YTwKTfm_3MaE-h_NX_oGig8VI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6431549-8e4d33d56a2e4ef997e2daf8619ae422.jpg,"['1 cup fat-free plain Greek-style yogurt (such as Fage® 0%)', '2 cloves garlic, crushed', '0.5 cucumber, finely chopped', '2 tablespoons chopped fresh parsley', 'salt to taste']",8 servings,"{'calories': '36 kcal', 'carbohydrateContent': '2 g', 'cholesterolContent': '6 mg', 'fiberContent': '0 g', 'proteinContent': '2 g', 'saturatedFatContent': '1 g', 'sodiumContent': '17 mg', 'sugarContent': '1 g', 'fatContent': '3 g', 'unsaturatedFatContent': '0 g'}",european,greek,na,292.62,25.24,3.95,40.19
Easy Vegetable Lasagna,https://www.allrecipes.com/recipe/245873/easy-vegetable-lasagna/,https://www.allrecipes.com/thmb/L4d18GocGR5-JDLKB9WlTD-veKc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3111894-70cd85f801624ca7b080dd1a44c16447.jpg,"['12 no-boil lasagna noodles', '1 (28 ounce) can crushed tomatoes', '1 large garlic clove, crushed', '1 teaspoon dried basil', '0.5 teaspoon salt', '0.25 teaspoon ground black pepper', '1 (15 ounce) container ricotta cheese', '1 large egg', '1 (14.5 ounce) can sliced carrots, well drained', '1 (13.5 ounce) can chopped spinach, well drained', '2 cups shredded mozzarella cheese', '0.33333334326744 cup grated Parmesan cheese']",12 servings,"{'calories': '194 kcal', 'carbohydrateContent': '19 g', 'cholesterolContent': '41 mg', 'fiberContent': '3 g', 'proteinContent': '14 g', 'saturatedFatContent': '4 g', 'sodiumContent': '477 mg', 'sugarContent': '2 g', 'fatContent': '8 g', 'unsaturatedFatContent': '0 g'}",european,italian,main,2911.19,173.47,92.03,362.99
